#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#Correction ID, Restricted, ap_type, Observation ID, Instrument, Aperture, FPX, FPY, File Name, zipname, File Size, visitId, Date, dataURI, selected
#@string, string, string, string, string, string, float, float, string, string, string, string, float, string, string
corr_id,isRestricted,ap_type,obs_id,instrume,apername,fpx,fpy,fileName,zipname,fileSize,visitId,date_obs_mjd,dataURI,_selected_
R2022031401,False,OPD,V01162006001P0000000002101,NIRCam-A,NRCA3_FP1,-1.16727,-0.765362,R2022031401-NRCA3_FP1-6.fits,,2033280,01162006001,59650.8210625,mast:JWST/product/R2022031401-NRCA3_FP1-6.fits,False
R2022031401,False,OPD,V01162012001P0000000002101,NIRCam-A,NRCA3_FP1,-1.16727,-0.765623,R2022031401-NRCA3_FP1-12.fits,,2033280,01162012001,59651.0849456019,mast:JWST/product/R2022031401-NRCA3_FP1-12.fits,False
R2022031403,False,OPD,V01162012001P0000000002101,NIRCam-A,NRCA3_FP1,-1.16727,-0.765362,R2022031403-NRCA3_FP1-1.fits,,2033280,01162012001,59651.0849456019,mast:JWST/product/R2022031403-NRCA3_FP1-1.fits,False
R2022031405,False,OPD,V01163006001P0000000002107,NIRCam-A,NRCA3_FP1,-1.16779,-0.765571,R2022031405-NRCA3_FP1-1.fits,,2033280,01163006001,59652.6556423611,mast:JWST/product/R2022031405-NRCA3_FP1-1.fits,False
R2022031703,False,OPD,V01163003001P0000000002101,NIRCam-A,NRCA3_FP1,-1.16701,-0.765884,R2022031703-NRCA3_FP1-1.fits,,2033280,01163003001,59655.6602002315,mast:JWST/product/R2022031703-NRCA3_FP1-1.fits,False
R2022031801,False,OPD,V01163004001P0000000002107,NIRCam-A,NRCA3_FP1,-1.16758,-0.765884,R2022031801-NRCA3_FP1-1.fits,,2033280,01163004001,59655.9541990741,mast:JWST/product/R2022031801-NRCA3_FP1-1.fits,False
R2022031803,False,OPD,V01163005001P0000000002107,NIRCam-A,NRCA3_FP1,-1.16675,-0.764318,R2022031803-NRCA3_FP1-1.fits,,2033280,01163005001,59656.2212233796,mast:JWST/product/R2022031803-NRCA3_FP1-1.fits,False
R2022031902,False,OPD,V01163005001P0000000002107,NIRCam-A,NRCA3_FP1,-1.16649,-0.763796,R2022031902-NRCA3_FP1-0.fits,,2033280,01163005001,59656.2212233796,mast:JWST/product/R2022031902-NRCA3_FP1-0.fits,False
R2022031902,False,OPD,V01166004001P0000000002101,NIRCam-A,NRCA3_FP1,-1.16414,-0.763273,R2022031902-NRCA3_FP1-1.fits,,1261440,01166004001,59656.6965451389,mast:JWST/product/R2022031902-NRCA3_FP1-1.fits,False
R2022031902,False,OPD,V01166009001P0000000002101,NIRCam-A,NRCA3_FP1,-1.16466,-0.763273,R2022031902-NRCA3_FP1-2.fits,,1261440,01166009001,59656.7921979167,mast:JWST/product/R2022031902-NRCA3_FP1-2.fits,False
R2022031902,False,OPD,V01166015001P0000000002101,NIRCam-A,NRCA3_FP1,-1.16414,-0.763273,R2022031902-NRCA3_FP1-3.fits,,1261440,01166015001,59656.8985011574,mast:JWST/product/R2022031902-NRCA3_FP1-3.fits,False
R2022031902,False,OPD,V01166021001P0000000002101,NIRCam-A,NRCA3_FP1,-1.16414,-0.763273,R2022031902-NRCA3_FP1-4.fits,,1261440,01166021001,59657.0061203704,mast:JWST/product/R2022031902-NRCA3_FP1-4.fits,False
R2022031902,False,OPD,V01166027001P0000000002101,NIRCam-A,NRCA3_FP1,-1.16414,-0.763273,R2022031902-NRCA3_FP1-5.fits,,1261440,01166027001,59657.1132372685,mast:JWST/product/R2022031902-NRCA3_FP1-5.fits,False
R2022031902,False,OPD,V01166033001P0000000002101,NIRCam-A,NRCA3_FP1,-1.16414,-0.763273,R2022031902-NRCA3_FP1-6.fits,,1261440,01166033001,59657.2529178241,mast:JWST/product/R2022031902-NRCA3_FP1-6.fits,False
R2022031902,False,OPD,V01166045001P0000000002101,NIRCam-A,NRCA3_FP1,-1.16414,-0.763273,R2022031902-NRCA3_FP1-7.fits,,1261440,01166045001,59657.4944918981,mast:JWST/product/R2022031902-NRCA3_FP1-7.fits,False
R2022032002,False,OPD,V01163001001P0000000002101,NIRCam-A,NRCA3_FP1,-1.16727,-0.765885,R2022032002-NRCA3_FP1-0.fits,,2033280,01163001001,59655.2847256944,mast:JWST/product/R2022032002-NRCA3_FP1-0.fits,False
R2022032002,False,OPD,V01166048001P0000000002101,NIRCam-A,NRCA3_FP1,-1.16361,-0.764318,R2022032002-NRCA3_FP1-1.fits,,1261440,01166048001,59657.6207256944,mast:JWST/product/R2022032002-NRCA3_FP1-1.fits,False
R2022032002,False,OPD,V01166053001P0000000002101,NIRCam-A,NRCA3_FP1,-1.16361,-0.763273,R2022032002-NRCA3_FP1-2.fits,,1261440,01166053001,59657.71703125,mast:JWST/product/R2022032002-NRCA3_FP1-2.fits,False
R2022032002,False,OPD,V01166059001P0000000002101,NIRCam-A,NRCA3_FP1,-1.16361,-0.763796,R2022032002-NRCA3_FP1-3.fits,,1261440,01166059001,59657.822255787,mast:JWST/product/R2022032002-NRCA3_FP1-3.fits,False
R2022032002,False,OPD,V01166065001P0000000002101,NIRCam-A,NRCA3_FP1,-1.16361,-0.764318,R2022032002-NRCA3_FP1-4.fits,,1261440,01166065001,59657.9276388889,mast:JWST/product/R2022032002-NRCA3_FP1-4.fits,False
R2022032002,False,OPD,V01166071001P0000000002101,NIRCam-A,NRCA3_FP1,-1.16414,-0.763796,R2022032002-NRCA3_FP1-5.fits,,1261440,01166071001,59658.0348645833,mast:JWST/product/R2022032002-NRCA3_FP1-5.fits,False
R2022032002,False,OPD,V01166077001P0000000002101,NIRCam-A,NRCA3_FP1,-1.16361,-0.764318,R2022032002-NRCA3_FP1-6.fits,,1261440,01166077001,59658.1697013889,mast:JWST/product/R2022032002-NRCA3_FP1-6.fits,False
R2022032002,False,OPD,V01166089001P0000000002101,NIRCam-A,NRCA3_FP1,-1.16309,-0.764318,R2022032002-NRCA3_FP1-7.fits,,1261440,01166089001,59658.4095219907,mast:JWST/product/R2022032002-NRCA3_FP1-7.fits,False
R2022032004,False,OPD,V01163005001P0000000002107,NIRCam-A,NRCA3_FP1,-1.16675,-0.764005,R2022032004-NRCA3_FP1-1.fits,,3576960,01163005001,59656.2212233796,mast:JWST/product/R2022032004-NRCA3_FP1-1.fits,False
R2022032004,False,OPD,V01166091001P0000000002101,NIRCam-A,NRCA3_FP1,-1.16111,-0.764527,R2022032004-NRCA3_FP1-2.fits,,3576960,01166091001,59658.4849872685,mast:JWST/product/R2022032004-NRCA3_FP1-2.fits,False
R2022032004,False,OPD,V01166091001P0000000002106,NIRCam-A,NRCA3_FP1,-1.161,-0.764318,R2022032004-NRCA3_FP1-3.fits,,1834560,01166091001,59658.5279849537,mast:JWST/product/R2022032004-NRCA3_FP1-3.fits,False
R2022032005,False,OPD,V01166091001P0000000002101,NIRCam-A,NRCA3_FP1,-1.16121,-0.76484,R2022032005-NRCA3_FP1-1.fits,,2041920,01166091001,59658.4849872685,mast:JWST/product/R2022032005-NRCA3_FP1-1.fits,False
R2022032102,False,OPD,V01166004001P0000000002101,NIRCam-A,NRCA3_FP1,-1.16414,-0.763273,R2022032102-NRCA3_FP1-1.fits,,2041920,01166004001,59656.6965451389,mast:JWST/product/R2022032102-NRCA3_FP1-1.fits,False
R2022032102,False,OPD,V01166005001P0000000002101,NIRCam-A,NRCA3_FP2MIMF,-0.459696,-1.38312,R2022032102-NRCA3_FP2MIMF-2.fits,,2016000,01166005001,59656.7205324074,mast:JWST/product/R2022032102-NRCA3_FP2MIMF-2.fits,False
R2022032102,False,OPD,V01166006001P0000000002101,NIRCam-A,NRCA1_FP3MIMF,-2.45198,-1.37803,R2022032102-NRCA1_FP3MIMF-3.fits,,2041920,01166006001,59656.7424016204,mast:JWST/product/R2022032102-NRCA1_FP3MIMF-3.fits,False
R2022032102,False,OPD,V01166007001P0000000002101,NIRCam-A,NRCA2_FP4MIMF,-2.45394,0.652304,R2022032102-NRCA2_FP4MIMF-4.fits,,2085120,01166007001,59656.7561851852,mast:JWST/product/R2022032102-NRCA2_FP4MIMF-4.fits,False
R2022032102,False,OPD,V01166008001P0000000002101,NIRCam-A,NRCA4_FP5MIMF,-0.514827,0.585335,R2022032102-NRCA4_FP5MIMF-5.fits,,2059200,01166008001,59656.7746909722,mast:JWST/product/R2022032102-NRCA4_FP5MIMF-5.fits,False
R2022032102,False,OPD,V01166010001P0000000002101,NIRCam-B,NRCB4_FP1,1.27558,-0.545257,R2022032102-NRCB4_FP1-6.fits,,2041920,01166010001,59656.8115729167,mast:JWST/product/R2022032102-NRCB4_FP1-6.fits,False
R2022032102,False,OPD,V01166011001P0000000002101,NIRCam-B,NRCB4_FP2MIMF,0.444728,-1.37911,R2022032102-NRCB4_FP2MIMF-7.fits,,2041920,01166011001,59656.833056713,mast:JWST/product/R2022032102-NRCB4_FP2MIMF-7.fits,False
R2022032102,False,OPD,V01166012001P0000000002101,NIRCam-B,NRCB2_FP3MIMF,2.43173,-1.37505,R2022032102-NRCB2_FP3MIMF-8.fits,,2041920,01166012001,59656.8469641204,mast:JWST/product/R2022032102-NRCB2_FP3MIMF-8.fits,False
R2022032102,False,OPD,V01166013001P0000000002101,NIRCam-B,NRCB1_FP4MIMF,2.44267,0.653185,R2022032102-NRCB1_FP4MIMF-9.fits,,2033280,01166013001,59656.8658368056,mast:JWST/product/R2022032102-NRCB1_FP4MIMF-9.fits,False
R2022032102,False,OPD,V01166014001P0000000002101,NIRCam-B,NRCB3_FP5MIMF,0.458936,0.644866,R2022032102-NRCB3_FP5MIMF-10.fits,,2067840,01166014001,59656.8797407407,mast:JWST/product/R2022032102-NRCB3_FP5MIMF-10.fits,False
R2022032102,False,OPD,V01166016001P0000000002101,FGS-1,FGS1_FP1MIMF,-3.45775,-3.8112,R2022032102-FGS1_FP1MIMF-11.fits,,1252800,01166016001,59656.9215833333,mast:JWST/product/R2022032102-FGS1_FP1MIMF-11.fits,False
R2022032102,False,OPD,V01166017001P0000000002101,FGS-1,FGS1_FP2MIMF,-2.34233,-4.84093,R2022032102-FGS1_FP2MIMF-12.fits,,1252800,01166017001,59656.9372048611,mast:JWST/product/R2022032102-FGS1_FP2MIMF-12.fits,False
R2022032102,False,OPD,V01166018001P0000000002101,FGS-1,FGS1_FP3MIMF,-4.3241,-4.46843,R2022032102-FGS1_FP3MIMF-13.fits,,1252800,01166018001,59656.9492337963,mast:JWST/product/R2022032102-FGS1_FP3MIMF-13.fits,False
R2022032102,False,OPD,V01166019001P0000000002101,FGS-1,FGS1_FP4MIMF,-4.56461,-2.7034,R2022032102-FGS1_FP4MIMF-14.fits,,1252800,01166019001,59656.9670706019,mast:JWST/product/R2022032102-FGS1_FP4MIMF-14.fits,False
R2022032102,False,OPD,V01166020001P0000000002101,FGS-1,FGS1_FP5MIMF,-2.37268,-2.6778,R2022032102-FGS1_FP5MIMF-15.fits,,1252800,01166020001,59656.985630787,mast:JWST/product/R2022032102-FGS1_FP5MIMF-15.fits,False
R2022032102,False,OPD,V01166023001P0000000002101,FGS-2,FGS2_FP2MIMF,0.462802,-4.5687,R2022032102-FGS2_FP2MIMF-17.fits,,1252800,01166023001,59657.0448541667,mast:JWST/product/R2022032102-FGS2_FP2MIMF-17.fits,False
R2022032102,False,OPD,V01166025001P0000000002101,FGS-2,FGS2_FP4MIMF,-1.40018,-2.69724,R2022032102-FGS2_FP4MIMF-19.fits,,1252800,01166025001,59657.0771863426,mast:JWST/product/R2022032102-FGS2_FP4MIMF-19.fits,False
R2022032102,False,OPD,V01166026001P0000000002101,FGS-2,FGS2_FP5MIMF,0.764522,-2.7422,R2022032102-FGS2_FP5MIMF-20.fits,,1252800,01166026001,59657.0931157407,mast:JWST/product/R2022032102-FGS2_FP5MIMF-20.fits,False
R2022032102,False,OPD,V01166028001P0000000002101,NIRISS,NIS_FP1MIMF,4.86328,-3.82353,R2022032102-NIS_FP1MIMF-21.fits,,1373760,01166028001,59657.1370729167,mast:JWST/product/R2022032102-NIS_FP1MIMF-21.fits,False
R2022032102,False,OPD,V01166029001P0000000002101,NIRISS,NIS_FP2MIMF,5.62731,-4.2187,R2022032102-NIS_FP2MIMF-22.fits,,1373760,01166029001,59657.1619861111,mast:JWST/product/R2022032102-NIS_FP2MIMF-22.fits,False
R2022032102,False,OPD,V01166030001P0000000002101,NIRISS,NIS_FP3MIMF,3.82779,-4.71893,R2022032102-NIS_FP3MIMF-23.fits,,1373760,01166030001,59657.1862696759,mast:JWST/product/R2022032102-NIS_FP3MIMF-23.fits,False
R2022032102,False,OPD,V01166031001P0000000002101,NIRISS,NIS_FP4MIMF,4.12952,-2.88119,R2022032102-NIS_FP4MIMF-24.fits,,1373760,01166031001,59657.2043668981,mast:JWST/product/R2022032102-NIS_FP4MIMF-24.fits,False
R2022032102,False,OPD,V01166032001P0000000002101,NIRISS,NIS_FP5MIMF,5.8464,-2.83133,R2022032102-NIS_FP5MIMF-25.fits,,1373760,01166032001,59657.2258784722,mast:JWST/product/R2022032102-NIS_FP5MIMF-25.fits,False
R2022032603,False,OPD,V01163144001P0000000002101,NIRCam-A,NRCA3_FP1,-1.16539,-0.765571,R2022032603-NRCA3_FP1-1.fits,,6419520,01163144001,59664.7208425926,mast:JWST/product/R2022032603-NRCA3_FP1-1.fits,False
R2022032603,False,OPD,V01163144001P0000000002107,NIRCam-A,NRCA3_FP1,-1.16539,-0.765362,R2022032603-NRCA3_FP1-2.fits,,6419520,01163144001,59664.7916759259,mast:JWST/product/R2022032603-NRCA3_FP1-2.fits,False
R2022032701,False,OPD,V01163012001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16716,-0.761394,R2022032701-NRCA3_FP1-1.fits,,6419520,01163012001,59665.6155104167,mast:JWST/product/R2022032701-NRCA3_FP1-1.fits,False
R2022032701,False,OPD,V01163012001P000000000310A,NIRCam-A,NRCA3_FP1,-1.16706,-0.761289,R2022032701-NRCA3_FP1-2.fits,,6419520,01163012001,59665.6860949074,mast:JWST/product/R2022032701-NRCA3_FP1-2.fits,False
R2022032801,False,OPD,V01163013001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16664,-0.761185,R2022032801-NRCA3_FP1-1.fits,,6419520,01163013001,59666.5983159722,mast:JWST/product/R2022032801-NRCA3_FP1-1.fits,False
R2022032801,False,OPD,V01163013001P000000000310C,NIRCam-A,NRCA3_FP1,-1.16696,-0.76108,R2022032801-NRCA3_FP1-2.fits,,6419520,01163013001,59666.688412037,mast:JWST/product/R2022032801-NRCA3_FP1-2.fits,False
R2022032901,False,OPD,V01163014001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16706,-0.761185,R2022032901-NRCA3_FP1-1.fits,,6419520,01163014001,59667.6131099537,mast:JWST/product/R2022032901-NRCA3_FP1-1.fits,False
R2022032901,False,OPD,V01163014001P000000000310A,NIRCam-A,NRCA3_FP1,-1.16696,-0.761394,R2022032901-NRCA3_FP1-2.fits,,6419520,01163014001,59667.6827002315,mast:JWST/product/R2022032901-NRCA3_FP1-2.fits,False
R2022033101,False,OPD,V01163015001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16706,-0.761289,R2022033101-NRCA3_FP1-1.fits,,6419520,01163015001,59669.5853194444,mast:JWST/product/R2022033101-NRCA3_FP1-1.fits,False
R2022033101,False,OPD,V01163015001P000000000310A,NIRCam-A,NRCA3_FP1,-1.16685,-0.76108,R2022033101-NRCA3_FP1-2.fits,,6419520,01163015001,59669.6544131944,mast:JWST/product/R2022033101-NRCA3_FP1-2.fits,False
R2022040101,False,OPD,V01163016001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16727,-0.760976,R2022040101-NRCA3_FP1-1.fits,,6419520,01163016001,59670.5918935185,mast:JWST/product/R2022040101-NRCA3_FP1-1.fits,False
R2022040101,False,OPD,V01163016001P000000000310A,NIRCam-A,NRCA3_FP1,-1.16696,-0.761289,R2022040101-NRCA3_FP1-2.fits,,6419520,01163016001,59670.6642175926,mast:JWST/product/R2022040101-NRCA3_FP1-2.fits,False
R2022040201,False,OPD,V01163017001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16675,-0.761185,R2022040201-NRCA3_FP1-1.fits,,6419520,01163017001,59671.7016446759,mast:JWST/product/R2022040201-NRCA3_FP1-1.fits,False
R2022040201,False,OPD,V01163017001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16675,-0.761185,R2022040201-NRCA3_FP1-2.fits,,6419520,01163017001,59671.7462569444,mast:JWST/product/R2022040201-NRCA3_FP1-2.fits,False
R2022040301,False,OPD,V01163018001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16675,-0.761185,R2022040301-NRCA3_FP1-1.fits,,6419520,01163018001,59672.5799189815,mast:JWST/product/R2022040301-NRCA3_FP1-1.fits,False
R2022040301,False,OPD,V01163018001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16675,-0.761185,R2022040301-NRCA3_FP1-2.fits,,6419520,01163018001,59672.6231643519,mast:JWST/product/R2022040301-NRCA3_FP1-2.fits,False
R2022040401,False,OPD,V01163019001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16701,-0.760924,R2022040401-NRCA3_FP1-1.fits,,6419520,01163019001,59673.6537002315,mast:JWST/product/R2022040401-NRCA3_FP1-1.fits,False
R2022040401,False,OPD,V01163019001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16727,-0.760924,R2022040401-NRCA3_FP1-2.fits,,6419520,01163019001,59673.6965729167,mast:JWST/product/R2022040401-NRCA3_FP1-2.fits,False
R2022040501,False,OPD,V01163020001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16727,-0.759357,R2022040501-NRCA3_FP1-1.fits,,6419520,01163020001,59674.6336261574,mast:JWST/product/R2022040501-NRCA3_FP1-1.fits,False
R2022040501,False,OPD,V01163020001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16701,-0.759357,R2022040501-NRCA3_FP1-2.fits,,6419520,01163020001,59674.6741377315,mast:JWST/product/R2022040501-NRCA3_FP1-2.fits,False
R2022040602,False,OPD,V01163021001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16727,-0.760401,R2022040602-NRCA3_FP1-1.fits,,6419520,01163021001,59675.6451122685,mast:JWST/product/R2022040602-NRCA3_FP1-1.fits,False
R2022040602,False,OPD,V01163021001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16727,-0.761446,R2022040602-NRCA3_FP1-2.fits,,6419520,01163021001,59675.6837604167,mast:JWST/product/R2022040602-NRCA3_FP1-2.fits,False
R2022040702,False,OPD,V01163022001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16675,-0.761446,R2022040702-NRCA3_FP1-1.fits,,6419520,01163022001,59676.5949594907,mast:JWST/product/R2022040702-NRCA3_FP1-1.fits,False
R2022040702,False,OPD,V01163022001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16675,-0.761446,R2022040702-NRCA3_FP1-2.fits,,6419520,01163022001,59676.6428032407,mast:JWST/product/R2022040702-NRCA3_FP1-2.fits,False
R2022040802,False,OPD,V01163023001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16675,-0.761185,R2022040802-NRCA3_FP1-1.fits,,6419520,01163023001,59677.7566631944,mast:JWST/product/R2022040802-NRCA3_FP1-1.fits,False
R2022040802,False,OPD,V01163023001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16675,-0.760924,R2022040802-NRCA3_FP1-2.fits,,6419520,01163023001,59677.7997835648,mast:JWST/product/R2022040802-NRCA3_FP1-2.fits,False
R2022040902,False,OPD,V01163024001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16649,-0.761185,R2022040902-NRCA3_FP1-1.fits,,6419520,01163024001,59678.5675659722,mast:JWST/product/R2022040902-NRCA3_FP1-1.fits,False
R2022040902,False,OPD,V01163024001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16622,-0.761185,R2022040902-NRCA3_FP1-2.fits,,6419520,01163024001,59678.6045972222,mast:JWST/product/R2022040902-NRCA3_FP1-2.fits,False
R2022041101,False,OPD,V01163025001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16675,-0.761185,R2022041101-NRCA3_FP1-1.fits,,6419520,01163025001,59680.5816967593,mast:JWST/product/R2022041101-NRCA3_FP1-1.fits,False
R2022041101,False,OPD,V01163025001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16622,-0.761446,R2022041101-NRCA3_FP1-2.fits,,6419520,01163025001,59680.6172372685,mast:JWST/product/R2022041101-NRCA3_FP1-2.fits,False
R2022041201,False,OPD,V01163026001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16622,-0.761707,R2022041201-NRCA3_FP1-1.fits,,6419520,01163026001,59681.7404270833,mast:JWST/product/R2022041201-NRCA3_FP1-1.fits,False
R2022041201,False,OPD,V01163026001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16649,-0.761707,R2022041201-NRCA3_FP1-2.fits,,6419520,01163026001,59681.7790752315,mast:JWST/product/R2022041201-NRCA3_FP1-2.fits,False
R2022041301,False,OPD,V01163027001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16753,-0.761185,R2022041301-NRCA3_FP1-1.fits,,6419520,01163027001,59682.8400706019,mast:JWST/product/R2022041301-NRCA3_FP1-1.fits,False
R2022041301,False,OPD,V01163027001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16753,-0.761185,R2022041301-NRCA3_FP1-2.fits,,6419520,01163027001,59682.8789664352,mast:JWST/product/R2022041301-NRCA3_FP1-2.fits,False
R2022041402,False,OPD,V01163028001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16649,-0.761707,R2022041402-NRCA3_FP1-1.fits,,6419520,01163028001,59683.5239409722,mast:JWST/product/R2022041402-NRCA3_FP1-1.fits,False
R2022041402,False,OPD,V01163028001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16649,-0.761185,R2022041402-NRCA3_FP1-2.fits,,6419520,01163028001,59683.5599791667,mast:JWST/product/R2022041402-NRCA3_FP1-2.fits,False
R2022041502,False,OPD,V01463002001P0000000002101,NIRCam-A,NRCA3_FP2MIMF,-0.459174,-1.3827,R2022041502-NRCA3_FP2MIMF-2.fits,,3548160,01463002001,59683.7242164352,mast:JWST/product/R2022041502-NRCA3_FP2MIMF-2.fits,False
R2022041502,False,OPD,V01463003001P0000000002101,NIRCam-A,NRCA1_FP3MIMF,-2.45104,-1.3796,R2022041502-NRCA1_FP3MIMF-3.fits,,3591360,01463003001,59683.7734027778,mast:JWST/product/R2022041502-NRCA1_FP3MIMF-3.fits,False
R2022041502,False,OPD,V01463004001P0000000002101,NIRCam-A,NRCA2_FP4MIMF,-2.45258,0.650528,R2022041502-NRCA2_FP4MIMF-4.fits,,3663360,01463004001,59683.819494213,mast:JWST/product/R2022041502-NRCA2_FP4MIMF-4.fits,False
R2022041502,False,OPD,V01463005001P0000000002101,NIRCam-A,NRCA4_FP5MIMF,-0.522346,0.586223,R2022041502-NRCA4_FP5MIMF-5.fits,,3620160,01463005001,59683.8689363426,mast:JWST/product/R2022041502-NRCA4_FP5MIMF-5.fits,False
R2022041502,False,OPD,V01463007001P0000000002101,NIRCam-B,NRCB4_FP1,1.27599,-0.544682,R2022041502-NRCB4_FP1-6.fits,,3591360,01463007001,59683.9645856482,mast:JWST/product/R2022041502-NRCB4_FP1-6.fits,False
R2022041502,False,OPD,V01463008001P0000000002101,NIRCam-B,NRCB4_FP2MIMF,0.449782,-1.37711,R2022041502-NRCB4_FP2MIMF-7.fits,,3591360,01463008001,59684.0165046296,mast:JWST/product/R2022041502-NRCB4_FP2MIMF-7.fits,False
R2022041502,False,OPD,V01463009001P0000000002101,NIRCam-B,NRCB2_FP3MIMF,2.43463,-1.37061,R2022041502-NRCB2_FP3MIMF-8.fits,,3591360,01463009001,59684.0690428241,mast:JWST/product/R2022041502-NRCB2_FP3MIMF-8.fits,False
R2022041502,False,OPD,V01463010001P0000000002101,NIRCam-B,NRCB1_FP4MIMF,2.43641,0.653526,R2022041502-NRCB1_FP4MIMF-9.fits,,3576960,01463010001,59684.1155115741,mast:JWST/product/R2022041502-NRCB1_FP4MIMF-9.fits,False
R2022041502,False,OPD,V01463011001P0000000002101,NIRCam-B,NRCB3_FP5MIMF,0.456409,0.650231,R2022041502-NRCB3_FP5MIMF-10.fits,,3634560,01463011001,59684.1647094907,mast:JWST/product/R2022041502-NRCB3_FP5MIMF-10.fits,False
R2022041502,False,OPD,V01463012001P0000000002101,NIRCam-A,NRCA3_FP1,-1.16675,-0.765049,R2022041502-NRCA3_FP1-12.fits,,3591360,01463012001,59684.2111608796,mast:JWST/product/R2022041502-NRCA3_FP1-12.fits,False
R2022041504,False,OPD,V01463012001P0000000002101,NIRCam-A,NRCA3_FP1,-1.16727,-0.764944,R2022041504-NRCA3_FP1-1.fits,,6419520,01463012001,59684.2111608796,mast:JWST/product/R2022041504-NRCA3_FP1-1.fits,False
R2022041506,False,OPD,V01163029001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16649,-0.761707,R2022041506-NRCA3_FP1-1.fits,,6419520,01163029001,59684.4404953704,mast:JWST/product/R2022041506-NRCA3_FP1-1.fits,False
R2022041506,False,OPD,V01163029001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16649,-0.760924,R2022041506-NRCA3_FP1-2.fits,,6419520,01163029001,59684.4797638889,mast:JWST/product/R2022041506-NRCA3_FP1-2.fits,False
R2022041801,False,OPD,V01465004001P0000000002101,NIRCam-A,NRCA3_FP1,-1.161,-0.767451,R2022041801-NRCA3_FP1-1.fits,,1267200,01465004001,59686.4286203704,mast:JWST/product/R2022041801-NRCA3_FP1-1.fits,False
R2022041801,False,OPD,V01465009001P0000000002101,NIRCam-A,NRCA3_FP1,-1.161,-0.767973,R2022041801-NRCA3_FP1-2.fits,,1267200,01465009001,59686.5147048611,mast:JWST/product/R2022041801-NRCA3_FP1-2.fits,False
R2022041801,False,OPD,V01465015001P0000000002101,NIRCam-A,NRCA3_FP1,-1.161,-0.767451,R2022041801-NRCA3_FP1-3.fits,,1267200,01465015001,59686.6281388889,mast:JWST/product/R2022041801-NRCA3_FP1-3.fits,False
R2022041801,False,OPD,V01465021001P0000000002101,NIRCam-A,NRCA3_FP1,-1.161,-0.767451,R2022041801-NRCA3_FP1-4.fits,,1267200,01465021001,59686.7385972222,mast:JWST/product/R2022041801-NRCA3_FP1-4.fits,False
R2022041801,False,OPD,V01465027001P0000000002101,NIRCam-A,NRCA3_FP1,-1.161,-0.767973,R2022041801-NRCA3_FP1-5.fits,,1267200,01465027001,59686.8449733796,mast:JWST/product/R2022041801-NRCA3_FP1-5.fits,False
R2022041801,False,OPD,V01465033001P0000000002101,NIRCam-A,NRCA3_FP1,-1.161,-0.767973,R2022041801-NRCA3_FP1-6.fits,,1267200,01465033001,59686.9734675926,mast:JWST/product/R2022041801-NRCA3_FP1-6.fits,False
R2022041801,False,OPD,V01465039001P0000000002101,NIRCam-A,NRCA3_FP1,-1.16295,-0.773222,R2022041801-NRCA3_FP1-7.fits,,1267200,01465039001,59687.0546215278,mast:JWST/product/R2022041801-NRCA3_FP1-7.fits,False
R2022041801,False,OPD,V01465045001P0000000002101,NIRCam-A,NRCA3_FP1,-1.16295,-0.77374,R2022041801-NRCA3_FP1-8.fits,,1267200,01465045001,59687.2896099537,mast:JWST/product/R2022041801-NRCA3_FP1-8.fits,False
R2022041902,False,OPD,V01465048001P0000000002101,NIRCam-A,NRCA3_FP1,-1.161,-0.767973,R2022041902-NRCA3_FP1-1.fits,,1267200,01465048001,59687.5334421296,mast:JWST/product/R2022041902-NRCA3_FP1-1.fits,False
