#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#Correction ID, Restricted, ap_type, Observation ID, Instrument, Aperture, FPX, FPY, File Name, zipname, File Size, visitId, Date, dataURI, selected
#@string, string, string, string, string, string, float, float, string, string, string, string, float, string, string
corr_id,isRestricted,ap_type,obs_id,instrume,apername,fpx,fpy,fileName,zipname,fileSize,visitId,date_obs_mjd,dataURI,_selected_
R2022070901,False,OPD,V02726227001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16813,-0.766487,R2022070901-NRCA3_FP1-1.fits,,6419520,02726227001,59768.7135231482,mast:JWST/product/R2022070901-NRCA3_FP1-1.fits,False
R2022071302,False,OPD,V02726027001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.766487,R2022071302-NRCA3_FP1-1.fits,,6419520,02726027001,59772.6632430556,mast:JWST/product/R2022071302-NRCA3_FP1-1.fits,False
R2022071305,False,OPD,V02726027001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.766228,R2022071305-NRCA3_FP1-1.fits,,6419520,02726027001,59772.6632430556,mast:JWST/product/R2022071305-NRCA3_FP1-1.fits,False
R2022071306,False,OPD,V02726027001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16943,-0.766487,R2022071306-NRCA3_FP1-1.fits,,6419520,02726027001,59772.6632430556,mast:JWST/product/R2022071306-NRCA3_FP1-1.fits,False
R2022071502,False,OPD,V02726162001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.766487,R2022071502-NRCA3_FP1-1.fits,,6419520,02726162001,59775.41921875,mast:JWST/product/R2022071502-NRCA3_FP1-1.fits,False
R2022071502,False,OPD,V02726162001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022071502-NRCA3_FP1-2.fits,,6419520,02726162001,59775.4519016204,mast:JWST/product/R2022071502-NRCA3_FP1-2.fits,False
R2022071702,False,OPD,V02586137001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.766746,R2022071702-NRCA3_FP1-1.fits,,6419520,02586137001,59777.4424351852,mast:JWST/product/R2022071702-NRCA3_FP1-1.fits,False
R2022071902,False,OPD,V02724232001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.766487,R2022071902-NRCA3_FP1-1.fits,,6419520,02724232001,59779.6512986111,mast:JWST/product/R2022071902-NRCA3_FP1-1.fits,False
R2022072501,False,OPD,V01163200001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16917,-0.766487,R2022072501-NRCA3_FP1-1.fits,,6419520,01163200001,59749.6932210648,mast:JWST/product/R2022072501-NRCA3_FP1-1.fits,False
R2022072902,False,OPD,V02726037001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022072902-NRCA3_FP1-1.fits,,6419520,02726037001,59788.7962106482,mast:JWST/product/R2022072902-NRCA3_FP1-1.fits,False
R2022080203,False,OPD,V02586057001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16813,-0.766746,R2022080203-NRCA3_FP1-0.fits,,3424320,02586057001,59792.6457291667,mast:JWST/product/R2022080203-NRCA3_FP1-0.fits,False
R2022080204,False,OPD,V02586057001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16813,-0.766487,R2022080204-NRCA3_FP1-0.fits,,3424320,02586057001,59792.6457291667,mast:JWST/product/R2022080204-NRCA3_FP1-0.fits,False
R2022080601,False,OPD,V02586023001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16813,-0.766228,R2022080601-NRCA3_FP1-0.fits,,6419520,02586023001,59796.5388761574,mast:JWST/product/R2022080601-NRCA3_FP1-0.fits,False
R2022080601,False,OPD,V02586023001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16813,-0.766746,R2022080601-NRCA3_FP1-1.fits,,6419520,02586023001,59796.5684525463,mast:JWST/product/R2022080601-NRCA3_FP1-1.fits,False
R2022081102,False,OPD,V02725389001P0000000004104,NIRCam-A,NRCA3_FP1,-1.16865,-0.767005,R2022081102-NRCA3_FP1-1.fits,,6419520,02725389001,59801.1712476852,mast:JWST/product/R2022081102-NRCA3_FP1-1.fits,False
R2022082003,False,OPD,V02586067001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16917,-0.767264,R2022082003-NRCA3_FP1-1.fits,,6419520,02586067001,59811.6170636574,mast:JWST/product/R2022082003-NRCA3_FP1-1.fits,False
R2022082202,False,OPD,V02725485001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022082202-NRCA3_FP1-1.fits,,6419520,02725485001,59813.4541585648,mast:JWST/product/R2022082202-NRCA3_FP1-1.fits,False
R2022082403,False,OPD,V02725017001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022082403-NRCA3_FP1-1.fits,,6419520,02725017001,59815.8063206018,mast:JWST/product/R2022082403-NRCA3_FP1-1.fits,False
R2022082702,False,OPD,V02586277001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022082702-NRCA3_FP1-1.fits,,6419520,02586277001,59817.7487685185,mast:JWST/product/R2022082702-NRCA3_FP1-1.fits,False
R2022082902,False,OPD,V02586282001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022082902-NRCA3_FP1-1.fits,,6419520,02586282001,59819.7687465278,mast:JWST/product/R2022082902-NRCA3_FP1-1.fits,False
R2022082903,False,OPD,V02586282001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16839,-0.766487,R2022082903-NRCA3_FP1-0.fits,,6419520,02586282001,59819.7687465278,mast:JWST/product/R2022082903-NRCA3_FP1-0.fits,False
R2022083108,False,OPD,V02725452001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022083108-NRCA3_FP1-1.fits,,6419520,02725452001,59821.5157650463,mast:JWST/product/R2022083108-NRCA3_FP1-1.fits,False
R2022083109,False,OPD,V02725452001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022083109-NRCA3_FP1-1.fits,,6419520,02725452001,59821.5499386574,mast:JWST/product/R2022083109-NRCA3_FP1-1.fits,False
R2022090101,False,OPD,V02586067001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16865,-0.766487,R2022090101-NRCA3_FP1-0.fits,,3424320,02586067001,59811.6170636574,mast:JWST/product/R2022090101-NRCA3_FP1-0.fits,False
R2022090101,False,OPD,V02725485001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16813,-0.767006,R2022090101-NRCA3_FP1-1.fits,,3424320,02725485001,59813.4541585648,mast:JWST/product/R2022090101-NRCA3_FP1-1.fits,False
R2022090101,False,OPD,V02725017001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16788,-0.766228,R2022090101-NRCA3_FP1-2.fits,,3424320,02725017001,59815.8063206018,mast:JWST/product/R2022090101-NRCA3_FP1-2.fits,False
R2022090101,False,OPD,V02586277001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16839,-0.766746,R2022090101-NRCA3_FP1-3.fits,,3424320,02586277001,59817.7487685185,mast:JWST/product/R2022090101-NRCA3_FP1-3.fits,False
R2022090302,False,OPD,V02726029001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022090302-NRCA3_FP1-1.fits,,6419520,02726029001,59825.5680625,mast:JWST/product/R2022090302-NRCA3_FP1-1.fits,False
R2022090502,False,OPD,V02726097001P0000000003104,NIRCam-A,NRCA3_FP1,-1.18851,-0.76217,R2022090502-NRCA3_FP1-1.fits,,8688960,02726097001,59827.5305185185,mast:JWST/product/R2022090502-NRCA3_FP1-1.fits,False
R2022090506,False,OPD,V02726097001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022090506-NRCA3_FP1-1.fits,,6419520,02726097001,59827.5305185185,mast:JWST/product/R2022090506-NRCA3_FP1-1.fits,False
R2022090802,False,OPD,V02586367001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16839,-0.767264,R2022090802-NRCA3_FP1-0.fits,,6419520,02586367001,59829.799380787,mast:JWST/product/R2022090802-NRCA3_FP1-0.fits,False
R2022090902,False,OPD,V02586402001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022090902-NRCA3_FP1-1.fits,,6419520,02586402001,59831.6679525463,mast:JWST/product/R2022090902-NRCA3_FP1-1.fits,False
R2022090903,False,OPD,V02586367001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16878,-0.767005,R2022090903-NRCA3_FP1-1.fits,,10958400,02586367001,59829.799380787,mast:JWST/product/R2022090903-NRCA3_FP1-1.fits,False
R2022090904,False,OPD,V02586402001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022090904-NRCA3_FP1-1.fits,,6419520,02586402001,59831.6679525463,mast:JWST/product/R2022090904-NRCA3_FP1-1.fits,False
R2022090905,False,OPD,V02586402001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022090905-NRCA3_FP1-1.fits,,6419520,02586402001,59831.6983981481,mast:JWST/product/R2022090905-NRCA3_FP1-1.fits,False
R2022091602,False,OPD,V02726232001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16788,-0.767005,R2022091602-NRCA3_FP1-0.fits,,6419520,02726232001,59837.5380335648,mast:JWST/product/R2022091602-NRCA3_FP1-0.fits,False
R2022091801,False,OPD,V02586312001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022091801-NRCA3_FP1-1.fits,,6419520,02586312001,59839.843681713,mast:JWST/product/R2022091801-NRCA3_FP1-1.fits,False
R2022091802,False,OPD,V02586312001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022091802-NRCA3_FP1-1.fits,,6419520,02586312001,59839.873630787,mast:JWST/product/R2022091802-NRCA3_FP1-1.fits,False
R2022092102,False,OPD,V02586403001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022092102-NRCA3_FP1-1.fits,,6419520,02586403001,59843.3618923611,mast:JWST/product/R2022092102-NRCA3_FP1-1.fits,False
R2022100803,False,OPD,V02726212001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022100803-NRCA3_FP1-1.fits,,6419520,02726212001,59858.3536898148,mast:JWST/product/R2022100803-NRCA3_FP1-1.fits,False
R2022100805,False,OPD,V02586278001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022100805-NRCA3_FP1-1.fits,,6419520,02586278001,59860.4320173611,mast:JWST/product/R2022100805-NRCA3_FP1-1.fits,False
R2022101103,False,OPD,V02586107001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022101103-NRCA3_FP1-1.fits,,6419520,02586107001,59862.4504837963,mast:JWST/product/R2022101103-NRCA3_FP1-1.fits,False
R2022101104,False,OPD,V02586107001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022101104-NRCA3_FP1-1.fits,,6419520,02586107001,59862.4504837963,mast:JWST/product/R2022101104-NRCA3_FP1-1.fits,False
R2022101203,False,OPD,V02586482001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022101203-NRCA3_FP1-1.fits,,6419520,02586482001,59864.3004606481,mast:JWST/product/R2022101203-NRCA3_FP1-1.fits,False
R2022101204,False,OPD,V02586482001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022101204-NRCA3_FP1-1.fits,,6419520,02586482001,59864.3004606481,mast:JWST/product/R2022101204-NRCA3_FP1-1.fits,False
R2022101301,False,OPD,V02586482001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022101301-NRCA3_FP1-1.fits,,6419520,02586482001,59864.3004606481,mast:JWST/product/R2022101301-NRCA3_FP1-1.fits,False
R2022101302,False,OPD,V02586482001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022101302-NRCA3_FP1-1.fits,,6419520,02586482001,59864.3004606481,mast:JWST/product/R2022101302-NRCA3_FP1-1.fits,False
R2022101701,False,OPD,V02586432001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022101701-NRCA3_FP1-1.fits,,6419520,02586432001,59868.4908680556,mast:JWST/product/R2022101701-NRCA3_FP1-1.fits,False
R2022101702,False,OPD,V02586432001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022101702-NRCA3_FP1-1.fits,,6419520,02586432001,59868.4908680556,mast:JWST/product/R2022101702-NRCA3_FP1-1.fits,False
R2022101903,False,OPD,V02726177001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767264,R2022101903-NRCA3_FP1-1.fits,,6419520,02726177001,59870.5987766204,mast:JWST/product/R2022101903-NRCA3_FP1-1.fits,False
R2022101904,False,OPD,V02726177001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767264,R2022101904-NRCA3_FP1-1.fits,,6419520,02726177001,59870.5987766204,mast:JWST/product/R2022101904-NRCA3_FP1-1.fits,False
R2022101905,False,OPD,V02726177001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16839,-0.766746,R2022101905-NRCA3_FP1-0.fits,,6419520,02726177001,59870.5987766204,mast:JWST/product/R2022101905-NRCA3_FP1-0.fits,False
R2022102003,False,OPD,V02586062001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767264,R2022102003-NRCA3_FP1-1.fits,,6419520,02586062001,59872.3496539352,mast:JWST/product/R2022102003-NRCA3_FP1-1.fits,False
R2022102004,False,OPD,V02586062001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022102004-NRCA3_FP1-1.fits,,6419520,02586062001,59872.3774895833,mast:JWST/product/R2022102004-NRCA3_FP1-1.fits,False
R2022102005,False,OPD,V02586062001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022102005-NRCA3_FP1-1.fits,,6419520,02586062001,59872.3774895833,mast:JWST/product/R2022102005-NRCA3_FP1-1.fits,False
R2022102603,False,OPD,V02726207001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16813,-0.765969,R2022102603-NRCA3_FP1-0.fits,,6419520,02726207001,59877.6996631944,mast:JWST/product/R2022102603-NRCA3_FP1-0.fits,False
R2022102605,False,OPD,V02726207001P0000000003104,NIRCam-A,NRCA3_FP1,-1.1671,-0.761825,R2022102605-NRCA3_FP1-0.fits,,2652480,02726207001,59877.6996631944,mast:JWST/product/R2022102605-NRCA3_FP1-0.fits,False
R2022102607,False,OPD,V02726207001P0000000003104,NIRCam-A,NRCA3_FP1,-1.1671,-0.765969,R2022102607-NRCA3_FP1-0.fits,,2652480,02726207001,59877.6996631944,mast:JWST/product/R2022102607-NRCA3_FP1-0.fits,False
R2022102703,False,OPD,V02726377001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022102703-NRCA3_FP1-1.fits,,6419520,02726377001,59879.7519699074,mast:JWST/product/R2022102703-NRCA3_FP1-1.fits,False
R2022102704,False,OPD,V02726377001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022102704-NRCA3_FP1-1.fits,,6419520,02726377001,59879.783162037,mast:JWST/product/R2022102704-NRCA3_FP1-1.fits,False
R2022102903,False,OPD,V02726403001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022102903-NRCA3_FP1-1.fits,,6419520,02726403001,59881.88728125,mast:JWST/product/R2022102903-NRCA3_FP1-1.fits,False
R2022102904,False,OPD,V02726403001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022102904-NRCA3_FP1-1.fits,,6419520,02726403001,59881.88728125,mast:JWST/product/R2022102904-NRCA3_FP1-1.fits,False
R2022110103,False,OPD,V02724157001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022110103-NRCA3_FP1-1.fits,,6419520,02724157001,59884.0212199074,mast:JWST/product/R2022110103-NRCA3_FP1-1.fits,False
R2022110104,False,OPD,V02724157001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022110104-NRCA3_FP1-1.fits,,6419520,02724157001,59884.0212199074,mast:JWST/product/R2022110104-NRCA3_FP1-1.fits,False
R2022110303,False,OPD,V02724158001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022110303-NRCA3_FP1-1.fits,,6419520,02724158001,59886.2682418981,mast:JWST/product/R2022110303-NRCA3_FP1-1.fits,False
R2022110304,False,OPD,V02724158001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022110304-NRCA3_FP1-1.fits,,6419520,02724158001,59886.2682418981,mast:JWST/product/R2022110304-NRCA3_FP1-1.fits,False
R2022110503,False,OPD,V02726478001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022110503-NRCA3_FP1-1.fits,,6419520,02726478001,59888.1839386574,mast:JWST/product/R2022110503-NRCA3_FP1-1.fits,False
R2022110504,False,OPD,V02726478001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022110504-NRCA3_FP1-1.fits,,6419520,02726478001,59888.1839386574,mast:JWST/product/R2022110504-NRCA3_FP1-1.fits,False
R2022110703,False,OPD,V02586063001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022110703-NRCA3_FP1-1.fits,,6419520,02586063001,59890.4041319444,mast:JWST/product/R2022110703-NRCA3_FP1-1.fits,False
R2022110704,False,OPD,V02586063001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022110704-NRCA3_FP1-1.fits,,6419520,02586063001,59890.4041319444,mast:JWST/product/R2022110704-NRCA3_FP1-1.fits,False
R2022110903,False,OPD,V02586389001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022110903-NRCA3_FP1-1.fits,,6419520,02586389001,59892.1969236111,mast:JWST/product/R2022110903-NRCA3_FP1-1.fits,False
R2022110904,False,OPD,V02586389001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022110904-NRCA3_FP1-1.fits,,6419520,02586389001,59892.1969236111,mast:JWST/product/R2022110904-NRCA3_FP1-1.fits,False
R2022111304,False,OPD,V02724427001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16883,-0.76666,R2022111304-NRCA3_FP1-1.fits,,8688960,02724427001,59894.2891412037,mast:JWST/product/R2022111304-NRCA3_FP1-1.fits,False
R2022111306,False,OPD,V02724427001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16883,-0.76666,R2022111306-NRCA3_FP1-1.fits,,8688960,02724427001,59894.2891412037,mast:JWST/product/R2022111306-NRCA3_FP1-1.fits,False
R2022111307,False,OPD,V02724427001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022111307-NRCA3_FP1-1.fits,,6419520,02724427001,59894.2891412037,mast:JWST/product/R2022111307-NRCA3_FP1-1.fits,False
R2022111308,False,OPD,V02724237001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022111308-NRCA3_FP1-1.fits,,6419520,02724237001,59896.0177465278,mast:JWST/product/R2022111308-NRCA3_FP1-1.fits,False
R2022111503,False,OPD,V02724397001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022111503-NRCA3_FP1-1.fits,,6419520,02724397001,59898.0069270833,mast:JWST/product/R2022111503-NRCA3_FP1-1.fits,False
R2022111504,False,OPD,V02724397001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022111504-NRCA3_FP1-1.fits,,6419520,02724397001,59898.0069270833,mast:JWST/product/R2022111504-NRCA3_FP1-1.fits,False
R2022111703,False,OPD,V02586279001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022111703-NRCA3_FP1-1.fits,,6419520,02586279001,59899.9985081019,mast:JWST/product/R2022111703-NRCA3_FP1-1.fits,False
R2022111704,False,OPD,V02586279001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022111704-NRCA3_FP1-1.fits,,6419520,02586279001,59899.9985081019,mast:JWST/product/R2022111704-NRCA3_FP1-1.fits,False
R2022111903,False,OPD,V02586064001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022111903-NRCA3_FP1-1.fits,,6419520,02586064001,59902.0397025463,mast:JWST/product/R2022111903-NRCA3_FP1-1.fits,False
R2022111904,False,OPD,V02586064001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022111904-NRCA3_FP1-1.fits,,6419520,02586064001,59902.0397025463,mast:JWST/product/R2022111904-NRCA3_FP1-1.fits,False
R2022112103,False,OPD,V02586467001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022112103-NRCA3_FP1-1.fits,,6419520,02586467001,59904.112587963,mast:JWST/product/R2022112103-NRCA3_FP1-1.fits,False
R2022112104,False,OPD,V02586467001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022112104-NRCA3_FP1-1.fits,,6419520,02586467001,59904.112587963,mast:JWST/product/R2022112104-NRCA3_FP1-1.fits,False
R2022112503,False,OPD,V02726479001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022112503-NRCA3_FP1-1.fits,,6419520,02726479001,59906.4018113426,mast:JWST/product/R2022112503-NRCA3_FP1-1.fits,False
R202211250C,False,OPD,V02726479001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R202211250C-NRCA3_FP1-1.fits,,6419520,02726479001,59906.4369791667,mast:JWST/product/R202211250C-NRCA3_FP1-1.fits,False
R2022112703,False,OPD,V02725482001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022112703-NRCA3_FP1-1.fits,,6419520,02725482001,59910.5268981481,mast:JWST/product/R2022112703-NRCA3_FP1-1.fits,False
R2022112704,False,OPD,V02725482001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022112704-NRCA3_FP1-1.fits,,6419520,02725482001,59910.5268981481,mast:JWST/product/R2022112704-NRCA3_FP1-1.fits,False
R2022112901,False,OPD,V02726480001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022112901-NRCA3_FP1-1.fits,,6419520,02726480001,59908.3335474537,mast:JWST/product/R2022112901-NRCA3_FP1-1.fits,False
R2022112903,False,OPD,V02725484001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022112903-NRCA3_FP1-1.fits,,6419520,02725484001,59912.7264675926,mast:JWST/product/R2022112903-NRCA3_FP1-1.fits,False
R2022112904,False,OPD,V02725484001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022112904-NRCA3_FP1-1.fits,,6419520,02725484001,59912.7264675926,mast:JWST/product/R2022112904-NRCA3_FP1-1.fits,False
R2022120203,False,OPD,V02724347001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022120203-NRCA3_FP1-1.fits,,6419520,02724347001,59915.1683043981,mast:JWST/product/R2022120203-NRCA3_FP1-1.fits,False
R2022120204,False,OPD,V02724347001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022120204-NRCA3_FP1-1.fits,,6419520,02724347001,59915.1683043981,mast:JWST/product/R2022120204-NRCA3_FP1-1.fits,False
R2022120403,False,OPD,V02726402001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022120403-NRCA3_FP1-1.fits,,6419520,02726402001,59917.1621736111,mast:JWST/product/R2022120403-NRCA3_FP1-1.fits,False
R2022120404,False,OPD,V02726402001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022120404-NRCA3_FP1-1.fits,,6419520,02726402001,59917.1621736111,mast:JWST/product/R2022120404-NRCA3_FP1-1.fits,False
R2022120903,False,OPD,V02724227001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022120903-NRCA3_FP1-1.fits,,6419520,02724227001,59922.225724537,mast:JWST/product/R2022120903-NRCA3_FP1-1.fits,False
R2022120904,False,OPD,V02724227001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022120904-NRCA3_FP1-1.fits,,6419520,02724227001,59922.225724537,mast:JWST/product/R2022120904-NRCA3_FP1-1.fits,False
R2022121103,False,OPD,V02724457001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16917,-0.767005,R2022121103-NRCA3_FP1-1.fits,,6419520,02724457001,59924.2547893518,mast:JWST/product/R2022121103-NRCA3_FP1-1.fits,False
R2022121104,False,OPD,V02724457001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16917,-0.767005,R2022121104-NRCA3_FP1-1.fits,,6419520,02724457001,59924.2547893518,mast:JWST/product/R2022121104-NRCA3_FP1-1.fits,False
R2022121302,False,OPD,V02586172001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022121302-NRCA3_FP1-1.fits,,6419520,02586172001,59925.7041724537,mast:JWST/product/R2022121302-NRCA3_FP1-1.fits,False
R2022121303,False,OPD,V02586172001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022121303-NRCA3_FP1-1.fits,,6419520,02586172001,59925.7041724537,mast:JWST/product/R2022121303-NRCA3_FP1-1.fits,False
R2022121503,False,OPD,V02586280001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.766746,R2022121503-NRCA3_FP1-1.fits,,6419520,02586280001,59927.7429282407,mast:JWST/product/R2022121503-NRCA3_FP1-1.fits,False
R2022121504,False,OPD,V02586280001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.766746,R2022121504-NRCA3_FP1-1.fits,,6419520,02586280001,59927.7429282407,mast:JWST/product/R2022121504-NRCA3_FP1-1.fits,False
R2022121702,False,OPD,V02586287001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022121702-NRCA3_FP1-1.fits,,6419520,02586287001,59929.7137430556,mast:JWST/product/R2022121702-NRCA3_FP1-1.fits,False
R2022121703,False,OPD,V02586287001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022121703-NRCA3_FP1-1.fits,,6419520,02586287001,59929.7137430556,mast:JWST/product/R2022121703-NRCA3_FP1-1.fits,False
R2022122003,False,OPD,V02725168001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16917,-0.767264,R2022122003-NRCA3_FP1-1.fits,,6419520,02725168001,59933.20715625,mast:JWST/product/R2022122003-NRCA3_FP1-1.fits,False
R2022122004,False,OPD,V02725168001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16917,-0.767264,R2022122004-NRCA3_FP1-1.fits,,6419520,02725168001,59933.20715625,mast:JWST/product/R2022122004-NRCA3_FP1-1.fits,False
R2022122503,False,OPD,V02724317001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022122503-NRCA3_FP1-1.fits,,6419520,02724317001,59938.402193287,mast:JWST/product/R2022122503-NRCA3_FP1-1.fits,False
R2022122504,False,OPD,V02724317001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2022122504-NRCA3_FP1-1.fits,,6419520,02724317001,59938.402193287,mast:JWST/product/R2022122504-NRCA3_FP1-1.fits,False
R2022122703,False,OPD,V02724372001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.766746,R2022122703-NRCA3_FP1-1.fits,,6419520,02724372001,59940.0195127315,mast:JWST/product/R2022122703-NRCA3_FP1-1.fits,False
